<DATE>;<BALANCE>;
2018-03-01;869.01;
2018-03-02;856.08;
2018-03-03;853.76;
2018-03-04;862.28;
2018-03-05;848.00;
2018-03-06;813.09;
2018-03-07;750.42;
2018-03-08;698.06;
2018-03-09;726.13;
2018-03-10;682.87;
2018-03-11;720.38;
2018-03-12;695.50;
2018-03-13;690.01;
2018-03-14;613.07;
2018-03-15;611.02;
2018-03-16;599.87;
2018-03-17;550.10;
2018-03-18;538.00;
2018-03-19;555.68;
2018-03-20;557.41;
2018-03-21;560.52;
2018-03-22;540.12;
2018-03-23;543.03;
2018-03-24;519.99;
2018-03-25;521.99;
2018-03-26;485.79;
2018-03-27;449.41;
2018-03-28;446.49;
2018-03-29;383.07;
2018-03-30;393.46;
2018-03-31;393.79;
2018-04-01;378.00;
2018-04-02;384.47;
2018-04-03;415.32;
2018-04-04;378.99;
2018-04-05;381.05;
2018-04-06;370.08;
2018-04-07;384.66;
2018-04-08;400.23;
2018-04-09;399.00;
2018-04-10;415.65;
2018-04-11;430.00;
2018-04-12;494.31;
2018-04-13;495.95;
2018-04-14;503.41;
2018-04-15;533.83;
2018-04-16;510.57;
2018-04-17;502.80;
2018-04-18;525.20;
2018-04-19;566.46;
2018-04-20;617.70;
2018-04-21;604.85;
2018-04-22;621.50;
2018-04-23;643.77;
2018-04-24;703.71;
2018-04-25;617.02;
2018-04-26;660.95;
2018-04-27;642.54;
2018-04-28;683.38;
2018-04-29;689.23;
2018-04-30;669.98;
2018-05-01;669.86;
2018-05-02;687.29;
2018-05-03;776.92;
2018-05-04;782.47;
2018-05-05;815.45;
2018-05-06;787.42;
2018-05-07;751.18;
2018-05-08;747.92;
2018-05-09;749.58;
2018-05-10;723.60;
2018-05-11;677.26;
2018-05-12;683.99;
2018-05-13;730.06;
2018-05-14;727.62;
2018-05-15;707.38;
2018-05-16;706.88;
2018-05-17;669.04;
2018-05-18;692.54;
2018-05-19;695.88;
2018-05-20;716.00;
2018-05-21;696.43;
2018-05-22;640.86;
2018-05-23;576.84;
2018-05-24;601.76;
2018-05-25;584.99;
2018-05-26;585.65;
2018-05-27;571.39;
2018-05-28;512.23;
2018-05-29;566.99;
2018-05-30;556.82;
2018-05-31;576.85;
2018-06-01;578.96;
2018-06-02;591.00;
2018-06-03;619.59;
2018-06-04;590.00;
2018-06-05;607.53;
2018-06-06;606.39;
2018-06-07;604.05;
2018-06-08;599.88;
2018-06-09;593.88;
2018-06-10;526.28;
2018-06-11;530.57;
2018-06-12;494.16;
2018-06-13;475.89;
2018-06-14;520.57;
2018-06-15;488.27;
2018-06-16;497.84;
2018-06-17;497.26;
2018-06-18;517.04;
2018-06-19;538.11;
2018-06-20;536.30;
2018-06-21;525.27;
2018-06-22;462.86;
2018-06-23;475.35;
2018-06-24;455.27;
2018-06-25;458.48;
2018-06-26;429.73;
2018-06-27;441.55;
2018-06-28;420.51;
2018-06-29;434.40;
2018-06-30;453.84;
2018-07-01;452.42;
2018-07-02;475.63;
2018-07-03;460.89;
2018-07-04;466.99;
2018-07-05;467.98;
2018-07-06;469.99;
2018-07-07;485.68;
2018-07-08;485.52;
2018-07-09;471.76;
2018-07-10;433.24;
2018-07-11;444.34;
2018-07-12;430.57;
2018-07-13;433.43;
2018-07-14;433.37;
2018-07-15;449.54;
2018-07-16;478.00;
2018-07-17;498.90;
2018-07-18;479.47;
2018-07-19;468.58;
2018-07-20;447.34;
2018-07-21;461.39;
2018-07-22;457.00;
2018-07-23;449.73;
2018-07-24;479.58;
2018-07-25;471.33;
2018-07-26;461.98;
2018-07-27;469.21;
2018-07-28;469.00;
2018-07-29;466.47;
2018-07-30;456.97;
2018-07-31;432.29;
2018-08-01;420.06;
2018-08-02;410.56;
2018-08-03;416.91;
2018-08-04;406.54;
2018-08-05;408.97;
2018-08-06;404.25;
2018-08-07;378.30;
2018-08-08;355.59;
2018-08-09;363.52;
2018-08-10;331.63;
2018-08-11;317.50;
2018-08-12;318.08;
2018-08-13;283.95;
2018-08-14;277.83;
2018-08-15;281.17;
2018-08-16;286.62;
2018-08-17;317.43;
2018-08-18;293.83;
2018-08-19;299.97;
2018-08-20;270.85;
2018-08-21;281.25;
2018-08-22;269.99;
2018-08-23;275.72;
2018-08-24;280.90;
2018-08-25;277.99;
2018-08-26;274.69;
2018-08-27;287.99;
2018-08-28;295.90;
2018-08-29;288.34;
2018-08-30;284.21;
2018-08-31;281.49;
2018-09-01;295.45;
2018-09-02;294.75;
2018-09-03;288.85;
2018-09-04;285.22;
2018-09-05;227.99;
2018-09-06;229.03;
2018-09-07;214.77;
2018-09-08;197.16;
2018-09-09;195.80;
2018-09-10;196.66;
2018-09-11;185.04;
2018-09-12;182.78;
2018-09-13;211.31;
2018-09-14;208.71;
2018-09-15;221.93;
2018-09-16;220.08;
2018-09-17;196.16;
2018-09-18;208.53;
2018-09-19;209.48;
2018-09-20;224.30;
2018-09-21;247.64;
2018-09-22;239.93;
2018-09-23;244.14;
2018-09-24;228.05;
2018-09-25;218.85;
2018-09-26;214.42;
2018-09-27;228.58;
2018-09-28;220.94;
2018-09-29;230.56;
2018-09-30;231.96;
2018-10-01;229.66;
2018-10-02;224.83;
2018-10-03;218.96;
2018-10-04;221.07;
2018-10-05;226.73;
2018-10-06;223.06;
2018-10-07;224.34;
2018-10-08;227.79;
2018-10-09;226.30;
2018-10-10;223.38;
2018-10-11;188.42;
2018-10-12;194.67;
2018-10-13;196.79;
2018-10-14;192.01;
2018-10-15;204.86;
2018-10-16;205.69;
2018-10-17;203.41;
2018-10-18;199.29;
2018-10-19;200.08;
2018-10-20;202.59;
2018-10-21;202.19;
2018-10-22;201.23;
2018-10-23;200.96;
2018-10-24;200.67;
2018-10-25;199.66;
2018-10-26;200.69;
2018-10-27;201.26;
2018-10-28;202.44;
2018-10-29;194.14;
2018-10-30;195.30;
2018-10-31;196.68;
2018-11-01;197.73;
2018-11-02;199.90;
2018-11-03;198.78;
2018-11-04;210.28;
2018-11-05;208.81;
2018-11-06;218.24;
2018-11-07;216.60;
2018-11-08;210.14;
2018-11-09;208.05;
2018-11-10;210.38;
2018-11-11;210.03;
2018-11-12;208.83;
2018-11-13;203.43;
2018-11-14;178.04;
2018-11-15;178.60;
2018-11-16;172.11;
2018-11-17;172.40;
2018-11-18;175.99;
2018-11-19;145.31;
2018-11-20;127.36;
2018-11-21;134.44;
2018-11-22;123.40;
2018-11-23;121.33;
2018-11-24;110.26;
2018-11-25;113.59;
2018-11-26;106.82;
2018-11-27;108.47;
2018-11-28;121.81;
2018-11-29;116.46;
2018-11-30;111.90;
2018-12-01;116.80;
2018-12-02;114.91;
2018-12-03;107.28;
2018-12-04;108.80;
2018-12-05;100.67;
2018-12-06;89.16;
2018-12-07;92.50;
2018-12-08;90.07;
2018-12-09;92.63;
2018-12-10;89.27;
2018-12-11;86.90;
2018-12-12;89.09;
2018-12-13;85.31;
2018-12-14;82.91;
2018-12-15;83.08;
2018-12-16;83.76;
2018-12-17;93.98;
2018-12-18;100.89;
2018-12-19;99.27;
2018-12-20;114.54;
2018-12-21;107.71;
2018-12-22;115.60;
2018-12-23;129.73;
2018-12-24;139.00;
2018-12-25;128.81;
2018-12-26;130.53;
2018-12-27;114.60;
2018-12-28;136.94;
2018-12-29;134.02;
2018-12-30;138.56;
2018-12-31;130.67;
2019-01-01;139.75;
2019-01-02;153.35;
2019-01-03;147.02;
2019-01-04;152.98;
2019-01-05;153.85;
2019-01-06;156.00;
2019-01-07;150.66;
2019-01-08;149.01;
2019-01-09;149.58;
2019-01-10;126.45;
2019-01-11;125.93;
2019-01-12;124.56;
2019-01-13;115.25;
2019-01-14;128.33;
2019-01-15;120.04;
2019-01-16;122.14;
2019-01-17;122.52;
2019-01-18;119.35;
2019-01-19;123.09;
2019-01-20;117.48;
2019-01-21;115.86;
2019-01-22;118.00;
2019-01-23;116.56;
2019-01-24;116.50;
2019-01-25;114.79;
2019-01-26;114.95;
2019-01-27;111.33;
2019-01-28;105.47;
2019-01-29;104.10;
2019-01-30;107.60;
2019-01-31;105.81;
2019-02-01;106.03;
2019-02-02;109.24;
2019-02-03;105.91;
2019-02-04;105.95;
2019-02-05;106.00;
2019-02-06;103.32;
2019-02-07;103.30;
2019-02-08;118.19;
2019-02-09;117.92;
2019-02-10;123.94;
2019-02-11;119.43;
2019-02-12;120.93;
2019-02-13;120.61;
2019-02-14;119.28;
2019-02-15;120.45;
2019-02-16;121.68;
2019-02-17;132.28;
2019-02-18;144.52;
2019-02-19;142.62;
2019-02-20;147.03;
2019-02-21;144.30;
2019-02-22;146.40;
2019-02-23;157.42;
2019-02-24;131.84;
2019-02-25;137.63;
2019-02-26;135.90;
2019-02-27;134.06;
2019-02-28;134.34;
2019-03-01;134.83;
2019-03-02;132.19;
2019-03-03;129.63;
2019-03-04;125.16;
2019-03-05;136.18;
2019-03-06;137.04;
2019-03-07;136.10;
2019-03-08;132.80;
2019-03-09;136.33;
2019-03-10;134.59;
2019-03-11;131.94;
2019-03-12;132.67;
2019-03-13;131.16;
2019-03-14;131.30;
2019-03-15;135.77;
2019-03-16;140.38;
2019-03-17;138.15;
2019-03-18;136.86;
2019-03-19;138.08;
2019-03-20;138.71;
2019-03-21;134.49;
2019-03-22;135.60;
2019-03-23;136.63;
2019-03-24;135.29;
2019-03-25;133.28;
2019-03-26;133.10;
2019-03-27;138.97;
2019-03-28;137.35;
2019-03-29;142.79;
2019-03-30;142.27;
2019-03-31;141.02;
2019-04-01;141.00;
2019-04-02;164.58;
2019-04-03;160.89;
2019-04-04;157.72;
2019-04-05;166.06;
2019-04-06;166.00;
2019-04-07;174.90;
2019-04-08;180.72;
2019-04-09;175.59;
2019-04-10;177.70;
2019-04-11;164.96;
2019-04-12;164.11;
2019-04-13;163.65;
2019-04-14;168.00;
2019-04-15;159.91;
2019-04-16;166.52;
2019-04-17;166.74;
2019-04-18;174.17;
2019-04-19;173.66;
2019-04-20;173.50;
2019-04-21;169.87;
2019-04-22;171.47;
2019-04-23;170.30;
2019-04-24;165.74;
2019-04-25;152.00;
2019-04-26;153.10;
2019-04-27;155.68;
2019-04-28;153.13;
2019-04-29;152.42;
2019-04-30;160.06;
2019-05-01;158.30;
2019-05-02;158.52;
2019-05-03;164.82;
2019-05-04;161.95;
2019-05-05;161.35;
2019-05-06;171.21;
2019-05-07;166.15;
2019-05-08;169.61;
2019-05-09;170.18;
2019-05-10;172.30;
2019-05-11;192.00;
2019-05-12;188.26;
2019-05-13;196.47;
2019-05-14;217.50;
2019-05-15;248.79;
2019-05-16;264.51;
2019-05-17;244.09;
2019-05-18;234.03;
2019-05-19;261.34;
2019-05-20;252.38;
2019-05-21;254.77;
2019-05-22;243.64;
2019-05-23;245.79;
2019-05-24;249.65;
2019-05-25;251.95;
2019-05-26;268.21;
2019-05-27;271.79;
2019-05-28;271.00;
2019-05-29;269.29;
2019-05-30;254.37;
2019-05-31;267.07;
2019-06-01;264.56;
2019-06-02;269.42;
2019-06-03;249.50;
2019-06-04;240.66;
2019-06-05;246.18;
2019-06-06;249.46;
2019-06-07;249.35;
2019-06-08;244.43;
2019-06-09;231.73;
2019-06-10;247.81;
2019-06-11;245.25;
2019-06-12;262.54;
2019-06-13;255.14;
2019-06-14;263.71;
2019-06-15;269.29;
2019-06-16;268.19;
2019-06-17;273.94;
2019-06-18;264.24;
2019-06-19;269.00;
2019-06-20;272.01;
2019-06-21;295.93;
2019-06-22;308.32;
2019-06-23;306.39;
2019-06-24;310.98;
2019-06-25;316.88;
2019-06-26;334.78;
2019-06-27;293.57;
2019-06-28;309.87;
2019-06-29;318.00;
2019-06-30;289.95;
2019-07-01;293.81;
2019-07-02;291.36;
2019-07-03;301.98;
2019-07-04;282.77;
2019-07-05;287.95;
2019-07-06;287.65;
2019-07-07;306.59;
2019-07-08;313.21;
2019-07-09;307.60;
2019-07-10;288.73;
2019-07-11;269.01;
2019-07-12;275.66;
2019-07-13;269.06;
2019-07-14;225.89;
2019-07-15;228.65;
2019-07-16;198.44;
2019-07-17;211.47;
2019-07-18;226.03;
2019-07-19;221.34;
2019-07-20;228.66;
2019-07-21;225.28;
2019-07-22;217.13;
2019-07-23;211.96;
2019-07-24;216.57;
2019-07-25;219.17;
2019-07-26;219.21;
2019-07-27;206.88;
2019-07-28;211.14;
2019-07-29;210.81;
2019-07-30;209.81;
2019-07-31;218.68;
2019-08-01;217.72;
2019-08-02;217.62;
2019-08-03;222.03;
2019-08-04;223.00;
2019-08-05;232.92;
2019-08-06;225.92;
2019-08-07;226.00;
2019-08-08;220.97;
2019-08-09;210.59;
2019-08-10;206.46;
2019-08-11;216.02;
2019-08-12;211.18;
2019-08-13;208.49;
2019-08-14;186.12;
2019-08-15;188.31;
2019-08-16;185.27;
2019-08-17;185.51;
2019-08-18;194.72;
2019-08-19;202.40;
2019-08-20;196.41;
2019-08-21;187.17;
2019-08-22;190.81;
2019-08-23;194.51;
2019-08-24;191.06;
2019-08-25;186.45;
2019-08-26;188.38;
2019-08-27;187.45;
2019-08-28;172.83;
2019-08-29;168.92;
2019-08-30;168.33;
2019-08-31;171.87;
2019-09-01;171.27;
2019-09-02;178.75;
2019-09-03;178.91;
2019-09-04;174.91;
2019-09-05;174.62;
2019-09-06;169.09;
2019-09-07;178.30;
2019-09-08;181.48;
2019-09-09;180.57;
2019-09-10;179.76;
2019-09-11;178.33;
2019-09-12;180.72;
2019-09-13;181.30;
2019-09-14;188.73;
2019-09-15;189.54;
2019-09-16;197.82;
2019-09-17;207.83;
2019-09-18;210.25;
2019-09-19;220.78;
2019-09-20;218.11;
2019-09-21;214.77;
2019-09-22;211.17;
2019-09-23;201.04;
2019-09-24;166.90;
2019-09-25;169.97;
2019-09-26;165.71;
2019-09-27;173.79;
2019-09-28;173.80;
2019-09-29;169.42;
2019-09-30;181.34;
2019-10-01;176.20;
2019-10-02;180.86;
2019-10-03;175.02;
2019-10-04;176.49;
2019-10-05;176.63;
2019-10-06;170.12;
2019-10-07;180.23;
2019-10-08;180.73;
2019-10-09;193.18;
2019-10-10;191.64;
2019-10-11;180.84;
2019-10-12;180.02;
2019-10-13;181.18;
2019-10-14;186.74;
2019-10-15;180.67;
2019-10-16;174.75;
2019-10-17;177.51;
2019-10-18;173.21;
2019-10-19;172.08;
2019-10-20;175.62;
2019-10-21;174.24;
2019-10-22;171.29;
2019-10-23;162.49;
2019-10-24;160.66;
2019-10-25;181.51;
2019-10-26;179.93;
2019-10-27;184.34;
2019-10-28;181.98;
2019-10-29;190.95;
2019-10-30;183.31;
2019-10-31;182.69;
2019-11-01;183.42;
2019-11-02;182.72;
2019-11-03;181.57;
2019-11-04;186.31;
2019-11-05;188.68;
2019-11-06;191.14;
2019-11-07;186.23;
2019-11-08;183.88;
2019-11-09;185.04;
2019-11-10;188.99;
2019-11-11;184.39;
2019-11-12;186.73;
2019-11-13;187.75;
2019-11-14;184.45;
2019-11-15;179.82;
2019-11-16;182.33;
2019-11-17;183.85;
2019-11-18;177.86;
2019-11-19;175.65;
2019-11-20;174.23;
2019-11-21;160.90;
2019-11-22;150.17;
2019-11-23;152.34;
2019-11-24;139.79;
2019-11-25;145.94;
2019-11-26;147.77;
2019-11-27;152.64;
2019-11-28;150.96;
2019-11-29;154.60;
2019-11-30;151.65;
2019-12-01;151.13;
2019-12-02;149.04;
2019-12-03;147.38;
2019-12-04;145.46;
2019-12-05;147.99;
2019-12-06;148.49;
2019-12-07;147.31;
2019-12-08;150.62;
2019-12-09;147.36;
2019-12-10;145.64;
2019-12-11;143.20;
2019-12-12;144.74;
2019-12-13;144.59;
2019-12-14;141.64;
2019-12-15;142.33;
2019-12-16;132.29;
2019-12-17;121.78;
2019-12-18;132.94;
2019-12-19;128.15;
2019-12-20;128.28;
2019-12-21;127.11;
2019-12-22;132.28;
2019-12-23;128.11;
2019-12-24;127.74;
2019-12-25;124.97;
2019-12-26;125.43;
2019-12-27;126.31;
2019-12-28;127.73;
2019-12-29;134.25;
2019-12-30;131.05;
2019-12-31;128.63;
2020-01-01;130.27;
2020-01-02;126.76;
2020-01-03;133.89;
2020-01-04;133.85;
2020-01-05;134.94;
2020-01-06;144.37;
2020-01-07;143.00;
2020-01-08;140.48;
2020-01-09;137.92;
2020-01-10;144.73;
2020-01-11;142.63;
2020-01-12;146.28;
2020-01-13;143.51;
2020-01-14;165.93;
2020-01-15;166.26;
2020-01-16;164.09;
2020-01-17;169.62;
2020-01-18;174.24;
2020-01-19;166.72;
2020-01-20;166.65;
2020-01-21;169.35;
2020-01-22;167.81;
2020-01-23;162.51;
2020-01-24;162.15;
2020-01-25;160.54;
2020-01-26;167.65;
2020-01-27;169.73;
2020-01-28;175.80;
2020-01-29;173.45;
2020-01-30;184.30;
2020-01-31;179.84;
2020-02-01;183.51;
2020-02-02;188.16;
2020-02-03;189.66;
2020-02-04;188.15;
2020-02-05;203.54;
2020-02-06;213.09;
2020-02-07;223.43;
2020-02-08;223.20;
2020-02-09;228.42;
2020-02-10;222.74;
2020-02-11;237.95;
2020-02-12;266.42;
2020-02-13;268.94;
2020-02-14;285.96;
2020-02-15;264.67;
2020-02-16;258.89;
2020-02-17;268.30;
2020-02-18;281.87;
2020-02-19;258.57;
2020-02-20;257.42;
2020-02-21;265.71;
2020-02-22;262.13;
2020-02-23;275.66;
2020-02-24;266.04;
2020-02-25;246.58;
2020-02-26;223.76;
2020-02-27;227.23;
2020-02-28;227.26;
2020-02-29;217.63;
2020-03-01;217.34;
2020-03-02;231.97;
2020-03-03;223.46;
2020-03-04;224.52;
2020-03-05;228.81;
2020-03-06;245.52;
2020-03-07;237.54;
2020-03-08;199.38;
2020-03-09;202.93;
2020-03-10;200.39;
2020-03-11;194.57;
2020-03-12;109.42;
2020-03-13;135.45;
2020-03-14;122.43;
2020-03-15;123.55;
2020-03-16;111.04;
2020-03-17;115.91;
2020-03-18;118.63;
2020-03-19;136.75;
2020-03-20;133.50;
2020-03-21;132.65;
2020-03-22;122.47;
2020-03-23;136.54;
2020-03-24;139.12;
2020-03-25;136.42;
2020-03-26;138.97;
2020-03-27;131.43;
2020-03-28;131.35;
2020-03-29;124.59;
2020-03-30;132.36;
2020-03-31;133.14;
2020-04-01;135.98;
2020-04-02;141.71;
2020-04-03;141.40;
2020-04-04;144.59;
2020-04-05;143.03;
2020-04-06;171.65;
2020-04-07;164.55;
2020-04-08;173.23;
2020-04-09;170.07;
2020-04-10;157.97;
2020-04-11;158.65;
2020-04-12;158.39;
2020-04-13;157.03;
2020-04-14;158.61;
2020-04-15;152.96;
2020-04-16;172.37;
2020-04-17;171.00;
2020-04-18;188.03;
2020-04-19;180.20;
2020-04-20;170.64;
2020-04-21;171.07;
2020-04-22;183.25;
2020-04-23;185.67;
2020-04-24;187.56;
2020-04-25;194.00;
2020-04-26;197.96;
2020-04-27;196.90;
2020-04-28;196.73;
2020-04-29;215.67;
2020-04-30;206.20;
2020-05-01;212.02;
2020-05-02;214.07;
2020-05-03;210.20;
2020-05-04;207.01;
2020-05-05;205.62;
2020-05-06;199.13;
2020-05-07;212.56;
2020-05-08;211.59;
2020-05-09;210.21;
2020-05-10;188.06;
2020-05-11;186.18;
2020-05-12;189.79;
2020-05-13;199.80;
2020-05-14;203.11;
2020-05-15;194.57;
2020-05-16;200.43;
2020-05-17;207.03;
2020-05-18;214.84;
2020-05-19;214.62;
2020-05-20;209.98;
2020-05-21;198.64;
2020-05-22;207.12;
2020-05-23;206.84;
2020-05-24;199.64;
2020-05-25;204.04;
2020-05-26;201.16;
2020-05-27;208.32;
2020-05-28;220.57;
2020-05-29;220.60;
2020-05-30;243.28;
2020-05-31;231.63;
2020-06-01;248.03;
2020-06-02;237.72;
2020-06-03;244.69;
2020-06-04;243.32;
2020-06-05;240.19;
2020-06-06;242.21;
2020-06-07;244.74;
2020-06-08;246.82;
2020-06-09;244.14;
2020-06-10;248.04;
2020-06-11;230.14;
2020-06-12;237.41;
2020-06-13;238.12;
2020-06-14;231.59;
2020-06-15;230.78;
2020-06-16;235.28;
2020-06-17;233.62;
2020-06-18;231.16;
2020-06-19;228.64;
2020-06-20;228.89;
2020-06-21;227.73;
2020-06-22;243.33;
2020-06-23;243.23;
2020-06-24;234.43;
2020-06-25;232.44;
2020-06-26;229.31;
2020-06-27;220.83;
2020-06-28;224.94;
2020-06-29;227.87;
2020-06-30;225.62;
2020-07-01;231.05;
2020-07-02;226.53;
2020-07-03;225.24;
2020-07-04;229.20;
2020-07-05;227.78;
2020-07-06;241.88;
2020-07-07;239.23;
2020-07-08;247.16;
2020-07-09;242.04;
2020-07-10;241.11;
2020-07-11;239.22;
2020-07-12;242.74;
2020-07-13;239.49;
2020-07-14;240.45;
2020-07-15;238.27;
2020-07-16;233.56;
2020-07-17;232.59;
2020-07-18;235.84;
2020-07-19;239.24;
2020-07-20;235.98;
2020-07-21;245.91;
2020-07-22;264.23;
2020-07-23;275.66;
2020-07-24;279.32;
2020-07-25;305.66;
2020-07-26;311.47;
2020-07-27;322.86;
2020-07-28;317.53;
2020-07-29;318.40;
2020-07-30;335.04;
2020-07-31;346.67;
2020-08-01;387.32;
2020-08-02;371.96;
2020-08-03;386.30;
2020-08-04;389.75;
2020-08-05;401.21;
2020-08-06;394.90;
2020-08-07;379.71;
2020-08-08;397.48;
2020-08-09;390.32;
2020-08-10;395.99;
2020-08-11;378.98;
2020-08-12;387.31;
2020-08-13;424.90;
2020-08-14;438.72;
2020-08-15;432.78;
2020-08-16;434.05;
2020-08-17;430.86;
2020-08-18;422.09;
2020-08-19;407.43;
2020-08-20;416.18;
2020-08-21;388.11;
2020-08-22;396.12;
2020-08-23;390.86;
2020-08-24;408.28;
2020-08-25;383.78;
2020-08-26;386.14;
2020-08-27;383.43;
2020-08-28;395.42;
2020-08-29;398.58;
2020-08-30;428.92;
2020-08-31;434.00;
2020-09-01;475.59;
2020-09-02;439.92;
2020-09-03;382.47;
2020-09-04;385.94;
2020-09-05;334.91;
2020-09-06;352.76;
2020-09-07;353.53;
2020-09-08;337.28;
2020-09-09;351.21;
2020-09-10;367.90;
2020-09-11;374.06;
2020-09-12;387.58;
2020-09-13;366.48;
2020-09-14;377.25;
2020-09-15;364.03;
2020-09-16;365.11;
2020-09-17;389.27;
2020-09-18;384.84;
2020-09-19;385.50;
2020-09-20;370.86;
2020-09-21;340.18;
2020-09-22;344.04;
2020-09-23;320.17;
2020-09-24;349.03;
2020-09-25;351.51;
2020-09-26;353.92;
2020-09-27;357.39;
2020-09-28;353.95;
2020-09-29;359.80;
2020-09-30;359.94;
2020-10-01;352.95;
2020-10-02;345.68;
2020-10-03;346.31;
2020-10-04;352.68;
2020-10-05;353.64;
2020-10-06;340.77;
2020-10-07;341.86;
2020-10-08;351.25;
2020-10-09;365.51;
2020-10-10;371.06;
2020-10-11;374.33;
2020-10-12;386.43;
2020-10-13;381.50;
2020-10-14;378.86;
2020-10-15;377.88;
2020-10-16;365.61;
2020-10-17;368.56;
2020-10-18;378.48;
2020-10-19;379.17;
2020-10-20;368.68;
2020-10-21;391.59;
2020-10-22;414.56;
2020-10-23;409.76;
2020-10-24;412.62;
2020-10-25;406.28;
2020-10-26;393.11;
2020-10-27;403.91;
2020-10-28;388.60;
2020-10-29;387.34;
2020-10-30;382.61;
2020-10-31;387.01;
2020-11-01;396.78;
2020-11-02;383.86;
2020-11-03;388.42;
2020-11-04;403.06;
2020-11-05;417.05;
2020-11-06;456.30;
2020-11-07;435.46;
2020-11-08;454.83;
2020-11-09;444.28;
2020-11-10;450.55;
2020-11-11;464.33;
2020-11-12;463.06;
2020-11-13;477.18;
2020-11-14;461.31;
2020-11-15;448.45;
2020-11-16;460.57;
2020-11-17;482.96;
2020-11-18;478.71;
2020-11-19;471.90;
2020-11-20;510.35;
2020-11-21;552.96;
2020-11-22;561.26;
2020-11-23;609.35;
2020-11-24;605.72;
2020-11-25;569.64;
2020-11-26;520.21;
2020-11-27;518.65;
2020-11-28;537.92;
2020-11-29;576.60;
2020-11-30;617.00;
2020-12-01;586.16;
2020-12-02;598.20;
2020-12-03;616.74;
2020-12-04;567.78;
2020-12-05;597.16;
2020-12-06;602.47;
2020-12-07;591.65;
2020-12-08;554.72;
2020-12-09;573.44;
2020-12-10;558.11;
2020-12-11;543.76;
2020-12-12;568.20;
2020-12-13;590.71;
2020-12-14;586.17;
2020-12-15;589.04;
2020-12-16;638.31;
2020-12-17;643.71;
2020-12-18;655.00;
2020-12-19;658.71;
2020-12-20;638.49;
2020-12-21;607.77;
2020-12-22;637.23;
2020-12-23;585.43;
2020-12-24;612.23;
2020-12-25;626.78;
2020-12-26;636.49;
2020-12-27;683.60;
2020-12-28;729.63;
2020-12-29;731.80;
2020-12-30;752.71;
2020-12-31;737.24;
2021-01-01;731.18;
2021-01-02;775.59;
2021-01-03;979.33;
2021-01-04;1042.95;
2021-01-05;1102.97;
2021-01-06;1212.85;
2021-01-07;1226.56;
2021-01-08;1217.84;
2021-01-09;1280.11;
2021-01-10;1256.00;
2021-01-11;1087.82;
2021-01-12;1048.42;
